date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Other
05/03/18 15:30,91.04,33.37,0,1
05/03/18 15:45,121.75,58.64,0,1
05/03/18 16:00,146.88,70.49,0,1
05/03/18 16:15,74.27,32.62,0,1
05/03/18 16:30,61.09,20.81,0,1
05/03/18 16:45,60.95,22.61,0,1
05/03/18 17:00,63.65,26.46,0,1
05/03/18 17:15,47.99,7.02,0,1
05/03/18 17:30,43.52,5,1.62,1
05/03/18 17:45,30.82,0,9.47,1
05/03/18 18:00,31.25,0,9.36,1
05/03/18 18:15,39.31,16.96,0.5,1
05/03/18 18:30,56.99,31.03,0,1
05/03/18 18:45,53.03,16.13,0,1
05/03/18 19:00,47.74,11.59,0,1
05/03/18 19:15,44.24,9.25,0,1
05/03/18 19:30,61.88,22.07,0,1
05/03/18 19:45,71.64,20.59,0,1
05/03/18 20:00,65.66,17.68,0,1
05/03/18 20:15,99.61,29.66,0,1
05/03/18 20:30,80.42,27.72,0,1
05/03/18 20:45,95.58,31.68,0,1
05/03/18 21:00,102.56,24.98,0,1
05/03/18 21:15,21.28,0.76,16.78,1
05/03/18 21:30,7.06,0,25.52,1
05/03/18 21:45,7.45,0,24.8,1
05/03/18 22:00,7.42,0,24.8,1
05/03/18 22:15,7.27,2.3,13.79,1
05/03/18 22:30,6.91,6.12,0,1
05/03/18 22:45,6.8,5.9,0,1
05/03/18 23:00,6.77,5.8,0,1
05/03/18 23:15,6.8,5.36,0,1
05/03/18 23:30,6.77,5.18,0,1
05/03/18 23:45,6.7,5.22,0,1
05/03/18 00:00,6.73,5.36,0,1
06/03/18 00:15,6.7,5.29,0,1
06/03/18 00:30,6.77,5.36,0,1
06/03/18 00:45,6.73,5.4,0,1
06/03/18 01:00,6.77,5.54,0,1
06/03/18 01:15,6.73,5.44,0,1
06/03/18 01:30,6.8,5.51,0,1
06/03/18 01:45,6.8,5.33,0,1
06/03/18 02:00,6.77,5.47,0,1
06/03/18 02:15,6.77,5.4,0,1
06/03/18 02:30,5.87,5.62,0,1
06/03/18 02:45,4.79,5.9,0,1
06/03/18 03:00,4.75,5.87,0,1
06/03/18 03:15,4.68,5.72,0,1
06/03/18 03:30,4.64,5.83,0,1
06/03/18 03:45,4.64,5.76,0,1
06/03/18 04:00,4.72,5.8,0,1
06/03/18 04:15,4.68,5.54,0,1
06/03/18 04:30,4.64,5.51,0,1
06/03/18 04:45,4.68,5.62,0,1
06/03/18 05:00,5.15,5.4,0,1
06/03/18 05:15,5.65,5.36,0,1
06/03/18 05:30,5.65,5.26,0,1
06/03/18 05:45,5.36,5.08,0,1
06/03/18 06:00,4.64,5.26,0,1
06/03/18 06:15,4.61,5.22,0,1
06/03/18 06:30,4.61,5.11,0,1
06/03/18 06:45,4.64,5.15,0,1
06/03/18 07:00,4.82,5.08,0,1
06/03/18 07:15,6.26,4.79,0,1
06/03/18 07:30,7.34,4.64,0,1
06/03/18 07:45,7.7,5.47,0,1
06/03/18 08:00,9.11,6.66,0,1
06/03/18 08:15,39.35,28.22,0,1
06/03/18 08:30,82.98,50.9,0,1
06/03/18 08:45,108.68,63.68,0,1
06/03/18 09:00,120.89,47.38,0,1
06/03/18 09:15,92.92,34.16,0,1
06/03/18 09:30,104.4,39.38,0,1
06/03/18 09:45,128.41,46.4,0,1
06/03/18 10:00,79.34,35.6,0,1
06/03/18 10:15,60.88,22.61,0,1
06/03/18 10:30,60.8,20.45,0,1
06/03/18 10:45,71.21,27.76,0,1
06/03/18 11:00,57.53,20.09,0,1
06/03/18 11:15,63.58,38.12,0,1
06/03/18 11:30,72.47,50.18,0,1
06/03/18 11:45,59,40.97,0,1
06/03/18 12:00,66.24,42.01,0,1
06/03/18 12:15,22,6.19,13.36,1
06/03/18 12:30,24.44,0,14.29,1
06/03/18 12:45,19.37,0.5,16.92,1
06/03/18 13:00,28.58,0.07,10.91,1
06/03/18 13:15,49.07,14.36,2.99,1
06/03/18 13:30,63.04,29.81,0,1
06/03/18 13:45,72.22,31.61,0,1
06/03/18 14:00,81.5,50.11,0,1
06/03/18 14:15,52.27,21.35,0,1
06/03/18 14:30,50.44,21.38,0,1
06/03/18 14:45,61.7,27.76,0,1
06/03/18 15:00,67.03,28.37,0,1
06/03/18 15:15,74.63,36.07,0,1
06/03/18 15:30,90.25,34.45,0,1
06/03/18 15:45,73.69,25.99,0,1
06/03/18 16:00,74.34,29.12,0,1
06/03/18 16:15,75.46,29.02,0,1
06/03/18 16:30,83.09,31.68,0,1
06/03/18 16:45,77.76,36.32,0,1
06/03/18 17:00,114.91,48.64,0,1
06/03/18 17:15,75.67,26.93,0,1
06/03/18 17:30,82.98,29.77,0,1
06/03/18 17:45,57.96,4.39,1.44,1
06/03/18 18:00,57.85,2.48,1.4,1
06/03/18 18:15,49.25,20.52,0.04,1
06/03/18 18:30,48.28,31.03,0,1
06/03/18 18:45,63.14,31.39,0,1
06/03/18 19:00,59.9,24.05,0,1
06/03/18 19:15,64.4,28.08,0,1
06/03/18 19:30,57.17,21.78,0,1
06/03/18 19:45,64.19,26.5,0,1
06/03/18 20:00,59.33,22.43,0,1
06/03/18 20:15,55.98,21.85,0,1
06/03/18 20:30,62.39,24.3,0,1
06/03/18 20:45,58.18,16.49,0,1
06/03/18 21:00,37.76,2.48,5,1
06/03/18 21:15,21.38,0,16.31,1
06/03/18 21:30,8.1,0,26.03,1
06/03/18 21:45,5.36,0,26.82,1
06/03/18 22:00,5.36,0,26.89,1
06/03/18 22:15,5.08,1.73,15.16,1
06/03/18 22:30,4.93,4.75,0,1
06/03/18 22:45,4.86,4.68,0,1
06/03/18 23:00,4.86,4.61,0,1
06/03/18 23:15,4.82,4.1,0,1
06/03/18 23:30,4.82,3.85,0,1
06/03/18 23:45,4.79,3.92,0,1
06/03/18 00:00,4.79,3.96,0,1
07/03/18 00:15,4.86,4.25,0,1
07/03/18 00:30,4.9,4.57,0,1
07/03/18 00:45,4.39,4.43,0,1
07/03/18 01:00,3.53,4.07,0,1
07/03/18 01:15,3.17,3.24,0,1
07/03/18 01:30,3.13,3.02,0,1
07/03/18 01:45,3.24,3.17,0,1
07/03/18 02:00,3.13,3.06,0,1
07/03/18 02:15,3.13,2.92,0,1
07/03/18 02:30,3.17,3.17,0,1
07/03/18 02:45,3.17,3.1,0,1
07/03/18 03:00,3.2,3.24,0,1
07/03/18 03:15,3.24,3.31,0,1
07/03/18 03:30,3.71,4.68,0,1
07/03/18 03:45,4.39,4.61,0,1
07/03/18 04:00,3.53,4,0,1
07/03/18 04:15,3.2,3.13,0,1
07/03/18 04:30,3.17,3.24,0,1
07/03/18 04:45,3.17,3.2,0,1
07/03/18 05:00,3.17,3.24,0,1
07/03/18 05:15,3.17,3.2,0,1
07/03/18 05:30,3.24,3.06,0,1
07/03/18 05:45,3.17,3.17,0,1
07/03/18 06:00,3.17,3.1,0,1
07/03/18 06:15,3.46,3.96,0,1
07/03/18 06:30,3.71,4.57,0,1
07/03/18 06:45,3.49,3.96,0,1
07/03/18 07:00,3.82,4.32,0,1
07/03/18 07:15,3.64,3.42,0,1
07/03/18 07:30,3.82,3.71,0,1
07/03/18 07:45,4.72,4.46,0,1
07/03/18 08:00,32.87,26.21,0,1
07/03/18 08:15,54.72,42.95,0,1
07/03/18 08:30,85.68,53.75,0,1
07/03/18 08:45,100.87,63.5,0,1
07/03/18 09:00,90.11,33.88,0,1
07/03/18 09:15,99.9,30.02,0,1
07/03/18 09:30,86.58,27.04,0,1
07/03/18 09:45,111.67,39.46,0,1
07/03/18 10:00,96.12,27.32,0,1
07/03/18 10:15,58.93,8.57,0,1
07/03/18 10:30,94.14,24.59,0,1
07/03/18 10:45,109.73,33.3,0,1
07/03/18 11:00,85.18,18.83,0,1
07/03/18 11:15,97.2,39.56,0,1
07/03/18 11:30,61.31,37.12,0,1
07/03/18 11:45,51.66,30.17,0,1
07/03/18 12:00,49.25,29.34,0,1
07/03/18 12:15,14.44,2.95,17.06,1
07/03/18 12:30,6.44,0,26.28,1
07/03/18 12:45,6.95,0,25.96,1
07/03/18 13:00,6.48,0,26.1,1
07/03/18 13:15,62.96,22.14,7.13,1
07/03/18 13:30,102.28,43.78,0,1
07/03/18 13:45,57.02,20.77,0,1
07/03/18 14:00,88.34,29.66,0,1
07/03/18 14:15,87.44,31.18,0,1
07/03/18 14:30,122.87,53.89,0,1
07/03/18 14:45,100.44,37.48,0,1
07/03/18 15:00,86.04,30.67,0,1
07/03/18 15:15,127.12,53.86,0,1
07/03/18 15:30,85.68,28.87,0,1
07/03/18 15:45,96.44,31.79,0,1
07/03/18 16:00,88.09,28.8,0,1
07/03/18 16:15,94.75,33.77,0,1
07/03/18 16:30,105.62,36.54,0,1
07/03/18 16:45,110.88,38.59,0,1
07/03/18 17:00,88.16,32.44,0,1
07/03/18 17:15,102.02,34.6,0,1
07/03/18 17:30,95.83,32.36,0,1
07/03/18 17:45,75.78,20.45,0,1
07/03/18 18:00,84.35,14.87,0.94,1
07/03/18 18:15,11.27,0.61,8.14,1
07/03/18 18:30,7.02,0,8.86,1
07/03/18 18:45,6.08,0,22.57,1
07/03/18 19:00,6.23,0,26.96,1
07/03/18 19:15,6.01,0,26.96,1
07/03/18 19:30,5.29,0,26.89,1
07/03/18 19:45,5.36,0,26.78,1
07/03/18 20:00,5.26,0,26.96,1
07/03/18 20:15,5.22,0,27.11,1
07/03/18 20:30,5.29,0,27.04,1
07/03/18 20:45,5.22,0,27.11,1
07/03/18 21:00,5.26,0,26.89,1
07/03/18 21:15,5.29,0,26.68,1
07/03/18 21:30,5.26,0,26.6,1
07/03/18 21:45,5.36,0,26.6,1
07/03/18 22:00,5.29,0,26.68,1
07/03/18 22:15,5.08,1.55,15.37,1
07/03/18 22:30,4.82,4.18,0,1
07/03/18 22:45,4.82,3.96,0,1
07/03/18 23:00,3.71,3.53,0,1
07/03/18 23:15,3.1,2.48,0,1
07/03/18 23:30,3.02,2.3,0.04,1
07/03/18 23:45,3.06,2.38,0,1
07/03/18 00:00,3.06,2.34,0,1
08/03/18 00:15,3.06,2.3,0,1
08/03/18 00:30,3.17,2.52,0,1
08/03/18 00:45,3.1,2.66,0,1
08/03/18 01:00,3.1,2.59,0,1
08/03/18 01:15,3.1,2.59,0,1
08/03/18 01:30,3.71,3.82,0,1
08/03/18 01:45,3.71,3.67,0,1
08/03/18 02:00,3.1,2.59,0,1
08/03/18 02:15,3.1,2.7,0,1
08/03/18 02:30,3.1,2.59,0,1
08/03/18 02:45,3.13,2.7,0,1
08/03/18 03:00,3.2,2.66,0,1
08/03/18 03:15,3.78,3.42,0.04,1
08/03/18 03:30,3.2,2.56,0,1
08/03/18 03:45,3.06,2.41,0,1
08/03/18 04:00,3.1,2.45,0,1
08/03/18 04:15,3.13,2.41,0,1
08/03/18 04:30,3.56,3.13,0,1
08/03/18 04:45,3.67,3.46,0,1
08/03/18 05:00,3.1,2.48,0,1
08/03/18 05:15,3.1,2.38,0,1
08/03/18 05:30,3.13,2.38,0.04,1
08/03/18 05:45,3.06,2.34,0,1
08/03/18 06:00,3.1,2.48,0,1
08/03/18 06:15,3.06,2.41,0,1
08/03/18 06:30,3.74,3.42,0,1
08/03/18 06:45,3.24,2.74,0,1
08/03/18 07:00,3.06,2.41,0.04,1
08/03/18 07:15,2.95,2.2,0,1
08/03/18 07:30,4.82,2.66,0.07,1
08/03/18 07:45,5.76,2.77,0.04,1
08/03/18 08:00,5.98,2.41,0.22,1
08/03/18 08:15,62.35,40.68,0,1
08/03/18 08:30,94.28,57.06,0,1
08/03/18 08:45,104.36,63.9,0,1
08/03/18 09:00,96.37,40.68,0,1
08/03/18 09:15,93.13,35.82,0,1
08/03/18 09:30,121.57,49.75,0,1
08/03/18 09:45,110.77,43.02,0,1
08/03/18 10:00,108.04,37.58,0,1
08/03/18 10:15,115.45,43.56,0,1
08/03/18 10:30,100.44,35.42,0,1
08/03/18 10:45,109.19,43.78,0,1
08/03/18 11:00,53.35,15.16,0,1
08/03/18 11:15,50.47,29.92,0,1
08/03/18 11:30,52.06,31.36,0,1
08/03/18 11:45,77.44,53.68,0,1
08/03/18 12:00,48.17,28.3,0,1
08/03/18 12:15,12.92,2.27,18.76,1
08/03/18 12:30,9.18,0,25.06,1
08/03/18 12:45,9.61,0,24.55,1
08/03/18 13:00,9.68,0,24.62,1
08/03/18 13:15,59.36,19.94,2.88,1
08/03/18 13:30,63.04,27.54,0,1
08/03/18 13:45,65.95,24.55,0,1
08/03/18 14:00,61.06,26.03,0,1
08/03/18 14:15,73.04,33.16,0,1
08/03/18 14:30,58.61,25.81,0,1
08/03/18 14:45,75.67,42.66,0,1
08/03/18 15:00,65.74,30.2,0,1
08/03/18 15:15,69.44,40.1,0,1
08/03/18 15:30,57.38,24.01,0,1
08/03/18 15:45,56.3,22.68,0,1
08/03/18 16:00,69.88,34.02,0,1
08/03/18 16:15,54.83,18.4,0,1
08/03/18 16:30,63.79,28.33,0,1
08/03/18 16:45,73.66,35.6,0,1
08/03/18 17:00,66.24,29.52,0,1
08/03/18 17:15,66.89,29.41,0,1
08/03/18 17:30,58.64,22.39,0,1
08/03/18 17:45,38.05,0.94,4.07,1
08/03/18 18:00,34.31,0.4,5.26,1
08/03/18 18:15,33.88,11.66,0.54,1
08/03/18 18:30,37.4,17.35,0,1
08/03/18 18:45,37.4,5.26,0.68,1
08/03/18 19:00,45.83,6.48,0.54,1
08/03/18 19:15,58.54,20.7,0.18,1
08/03/18 19:30,38.09,1.69,0.76,1
08/03/18 19:45,37.04,1.62,0.83,1
08/03/18 20:00,36.79,1.48,0.94,1
08/03/18 20:15,37.01,1.69,0.86,1
08/03/18 20:30,49.5,8.89,0.61,1
08/03/18 20:45,63.29,24.16,0,1
08/03/18 21:00,37.76,2.38,1.37,1
08/03/18 21:15,8.86,0,24.59,1
08/03/18 21:30,5.54,0,26.93,1
08/03/18 21:45,5.47,0,26.96,1
08/03/18 22:00,5.51,0,26.82,1
08/03/18 22:15,5.4,1.8,15.44,1
08/03/18 22:30,5.08,4.82,0,1
08/03/18 22:45,5,4.54,0,1
08/03/18 23:00,4.93,3.56,0,1
08/03/18 23:15,4.93,3.35,0,1
08/03/18 23:30,4.93,3.06,0,1
08/03/18 23:45,4.86,3.06,0,1
08/03/18 00:00,4.86,3.28,0,1
09/03/18 00:15,4.93,3.49,0,1
09/03/18 00:30,4.97,3.67,0,1
09/03/18 00:45,4.93,3.31,0,1
09/03/18 01:00,4.93,3.46,0,1
09/03/18 01:15,4.9,3.53,0,1
09/03/18 01:30,4.93,3.49,0,1
09/03/18 01:45,5.04,3.85,0,1
09/03/18 02:00,4.93,3.64,0,1
09/03/18 02:15,4.97,3.89,0,1
09/03/18 02:30,4.97,3.85,0,1
09/03/18 02:45,4.93,3.85,0,1
09/03/18 03:00,5.08,4.03,0,1
09/03/18 03:15,5,3.82,0,1
09/03/18 03:30,4.97,4,0,1
09/03/18 03:45,5.04,4.03,0,1
09/03/18 04:00,4.97,4.03,0,1
09/03/18 04:15,5.08,4.1,0,1
09/03/18 04:30,5.04,4.1,0,1
09/03/18 04:45,4.97,4.03,0,1
09/03/18 05:00,4.97,4.1,0,1
09/03/18 05:15,5,4.32,0,1
09/03/18 05:30,5.04,3.96,0,1
09/03/18 05:45,5,3.82,0,1
09/03/18 06:00,4.93,3.67,0,1
09/03/18 06:15,4.97,3.96,0,1
09/03/18 06:30,4.97,4.07,0,1
09/03/18 06:45,5,4.14,0,1
09/03/18 07:00,4.97,4.1,0,1
09/03/18 07:15,5.15,3.71,0,1
09/03/18 07:30,6.34,3.64,0,1
09/03/18 07:45,6.84,3.6,0,1
09/03/18 08:00,9.61,5.54,0,1
09/03/18 08:15,61.56,47.34,0,1
09/03/18 08:30,64.66,49.28,0,1
09/03/18 08:45,95.9,78.77,0,1
09/03/18 09:00,76.57,41.26,0,1
09/03/18 09:15,65.34,24.16,0,1
09/03/18 09:30,64.76,25.09,0,1
09/03/18 09:45,59.69,23.04,0,1
09/03/18 10:00,68.22,24.23,0,1
09/03/18 10:15,68.72,28.98,0,1
09/03/18 10:30,68.15,27.76,0,1
09/03/18 10:45,56.09,14.51,0,1
09/03/18 11:00,55.15,13.14,0,1
09/03/18 11:15,54.5,27.61,0,1
09/03/18 11:30,50.44,26.14,0,1
09/03/18 11:45,49.64,27.68,0,1
09/03/18 12:00,48.06,24.23,0,1
09/03/18 12:15,12.13,2.34,19.73,1
09/03/18 12:30,7.06,0,27.04,1
09/03/18 12:45,7.38,0,26.57,1
09/03/18 13:00,7.63,0,26.64,1
09/03/18 13:15,31.03,0.5,9.11,1
09/03/18 13:30,45.97,4.18,0.36,1
09/03/18 13:45,48.17,8.39,0,1
09/03/18 14:00,47.09,8.82,0,1
09/03/18 14:15,53.75,15.91,0,1
09/03/18 14:30,54.83,15.34,0,1
09/03/18 14:45,59.22,17.6,0,1
09/03/18 15:00,55.15,13.32,0,1
09/03/18 15:15,45.58,4.39,0.04,1
09/03/18 15:30,41.8,3.85,0.22,1
09/03/18 15:45,53.32,15.12,0,1
09/03/18 16:00,50.94,11.34,0,1
09/03/18 16:15,54.4,14.94,0,1
09/03/18 16:30,56.23,16.67,0,1
09/03/18 16:45,53.32,13.39,0,1
09/03/18 17:00,48.85,9.79,0,1
09/03/18 17:15,48.46,9.07,0,1
09/03/18 17:30,42.37,4.39,1.44,1
09/03/18 17:45,35.1,0.47,5.08,1
09/03/18 18:00,29.48,0,10.58,1
09/03/18 18:15,6.77,0,10.4,1
09/03/18 18:30,4.5,0,9.79,1
09/03/18 18:45,4.25,0,23.18,1
09/03/18 19:00,4.14,0,27.4,1
09/03/18 19:15,4.25,0,27.36,1
09/03/18 19:30,4.14,0,27.43,1
09/03/18 19:45,4.18,0,27.4,1
09/03/18 20:00,4.14,0,27.36,1
09/03/18 20:15,4.18,0,27.4,1
09/03/18 20:30,4.18,0,27.43,1
09/03/18 20:45,4.1,0,27.43,1
09/03/18 21:00,4.14,0,27.36,1
09/03/18 21:15,4.21,0,27.18,1
09/03/18 21:30,4.14,0,27.25,1
09/03/18 21:45,4.21,0,27.04,1
09/03/18 22:00,4.18,0,27.04,1
09/03/18 22:15,4.03,1.58,15.44,1
09/03/18 22:30,3.85,4.36,0,1
09/03/18 22:45,3.82,4.28,0,1
09/03/18 23:00,3.82,4.1,0,1
09/03/18 23:15,3.74,3.56,0,1
09/03/18 23:30,3.74,3.24,0,1
09/03/18 23:45,3.74,3.38,0,1
09/03/18 00:00,3.74,3.53,0,1
10/03/18 00:15,3.38,2.99,0,1
10/03/18 00:30,3.02,2.56,0,1
10/03/18 00:45,3.1,2.59,0,1
10/03/18 01:00,3.06,2.74,0,1
10/03/18 01:15,3.06,2.7,0,1
10/03/18 01:30,3.13,2.74,0,1
10/03/18 01:45,3.06,2.66,0,1
10/03/18 02:00,3.1,2.59,0,1
10/03/18 02:15,3.06,2.7,0,1
10/03/18 02:30,3.06,2.77,0,1
10/03/18 02:45,3.13,2.66,0,1
10/03/18 03:00,3.74,3.74,0,1
10/03/18 03:15,3.49,3.31,0,1
10/03/18 03:30,3.06,2.81,0,1
10/03/18 03:45,3.13,2.74,0,1
10/03/18 04:00,3.13,2.63,0,1
10/03/18 04:15,3.02,2.56,0,1
10/03/18 04:30,3.1,2.7,0,1
10/03/18 04:45,3.1,2.66,0,1
10/03/18 05:00,3.1,2.7,0,1
10/03/18 05:15,3.13,2.74,0,1
10/03/18 05:30,3.06,2.74,0,1
10/03/18 05:45,3.1,2.7,0,1
10/03/18 06:00,3.1,2.77,0,1
10/03/18 06:15,3.17,2.92,0,1
10/03/18 06:30,3.78,4.03,0,1
10/03/18 06:45,3.1,3.06,0,1
10/03/18 07:00,3.1,3.28,0,1
10/03/18 07:15,3.1,3.17,0,1
10/03/18 07:30,3.1,3.06,0,1
10/03/18 07:45,3.28,3.13,0,1
10/03/18 08:00,3.28,3.1,0,1
10/03/18 08:15,5.69,6.77,0,1
10/03/18 08:30,6.95,7.24,0,1
10/03/18 08:45,7.67,6.01,0.36,1
10/03/18 09:00,27,1.37,6.8,1
10/03/18 09:15,28.22,0,10.58,1
10/03/18 09:30,29.27,0,10.15,1
10/03/18 09:45,28.44,0.04,9.94,1
10/03/18 10:00,28.26,0.04,10.48,1
10/03/18 10:15,24.95,0,12.85,1
10/03/18 10:30,9.68,0,23.9,1
10/03/18 10:45,9.83,0,23.83,1
10/03/18 11:00,8.32,0,24.37,1
10/03/18 11:15,7.38,0,8.32,1
10/03/18 11:30,9.43,0,5.9,1
10/03/18 11:45,9.47,0,5.83,1
10/03/18 12:00,6.44,0,7.88,1
10/03/18 12:15,5.94,0,20.38,1
10/03/18 12:30,6.37,0,25.63,1
10/03/18 12:45,7.81,0,23.98,1
10/03/18 13:00,10.73,0,21.6,1
10/03/18 13:15,10.62,0,21.6,1
10/03/18 13:30,10.91,0,21.13,1
10/03/18 13:45,26.78,0.11,11.05,1
10/03/18 14:00,28.44,0,9.79,1
10/03/18 14:15,28.76,0.07,9.32,1
10/03/18 14:30,29.09,0.14,8.35,1
10/03/18 14:45,28.58,0.11,9.22,1
10/03/18 15:00,29.2,0.11,8.53,1
10/03/18 15:15,30.35,0.32,7.31,1
10/03/18 15:30,29.3,0.04,8.82,1
10/03/18 15:45,32.04,0.9,5.15,1
10/03/18 16:00,34.92,1.76,1.3,1
10/03/18 16:15,36.18,2.59,0.94,1
10/03/18 16:30,36.54,3.31,0.79,1
10/03/18 16:45,35.93,2.09,1.12,1
10/03/18 17:00,26.03,0.68,9.36,1
10/03/18 17:15,4.43,0,26.6,1
10/03/18 17:30,4.25,0,26.75,1
10/03/18 17:45,4.21,0,26.6,1
10/03/18 18:00,4.25,0,26.46,1
10/03/18 18:15,4.03,0,10.26,1
10/03/18 18:30,4.07,0,9.04,1
10/03/18 18:45,4.1,0,22.75,1
10/03/18 19:00,4.14,0,26.96,1
10/03/18 19:15,4.18,0,26.96,1
10/03/18 19:30,4.21,0,26.93,1
10/03/18 19:45,4.25,0,26.96,1
10/03/18 20:00,4.18,0,26.96,1
10/03/18 20:15,4.18,0,26.93,1
10/03/18 20:30,4.18,0,26.86,1
10/03/18 20:45,4.21,0,26.89,1
10/03/18 21:00,4.25,0,26.89,1
10/03/18 21:15,4.18,0,26.89,1
10/03/18 21:30,4.21,0,26.93,1
10/03/18 21:45,4.14,0,27,1
10/03/18 22:00,4,0,24.59,1
10/03/18 22:15,3.31,1.15,10.08,1
10/03/18 22:30,3.13,3.17,0,1
10/03/18 22:45,3.13,3.1,0,1
10/03/18 23:00,3.1,2.92,0,1
10/03/18 23:15,3.06,2.59,0,1
10/03/18 23:30,3.1,2.45,0,1
10/03/18 23:45,3.02,2.59,0,1
10/03/18 00:00,3.06,2.66,0,1
11/03/18 00:15,3.06,2.63,0,1
11/03/18 00:30,3.1,2.84,0,1
11/03/18 00:45,3.74,3.96,0,1
11/03/18 01:00,3.46,3.6,0,1
11/03/18 01:15,3.1,2.99,0,1
11/03/18 01:30,3.1,2.88,0,1
11/03/18 01:45,3.17,2.92,0,1
11/03/18 02:00,3.1,2.95,0,1
11/03/18 02:15,3.13,3.06,0,1
11/03/18 02:30,3.13,3.35,0,1
11/03/18 02:45,3.13,3.13,0,1
11/03/18 03:00,3.2,3.2,0,1
11/03/18 03:15,3.17,3.1,0,1
11/03/18 03:30,3.1,3.02,0,1
11/03/18 03:45,3.42,3.74,0,1
11/03/18 04:00,3.74,4.32,0,1
11/03/18 04:15,3.2,3.13,0,1
11/03/18 04:30,3.1,2.95,0,1
11/03/18 04:45,3.13,2.99,0,1
11/03/18 05:00,3.13,2.99,0,1
11/03/18 05:15,3.13,3.02,0,1
11/03/18 05:30,3.17,2.95,0,1
11/03/18 05:45,3.17,3.02,0,1
11/03/18 06:00,3.1,2.95,0,1
11/03/18 06:15,3.1,2.92,0,1
11/03/18 06:30,3.13,3.02,0,1
11/03/18 06:45,3.24,3.24,0,1
11/03/18 07:00,3.78,4.46,0,1
11/03/18 07:15,3.1,3.02,0,1
11/03/18 07:30,3.06,2.95,0,1
11/03/18 07:45,3.28,3.13,0,1
11/03/18 08:00,3.31,3.06,0,1
11/03/18 08:15,15.8,13.28,0,1
11/03/18 08:30,25.99,20.48,0,1
11/03/18 08:45,27.76,21.31,0,1
11/03/18 09:00,30.49,1.87,5.58,1
11/03/18 09:15,31.07,0.32,8.5,1
11/03/18 09:30,34.74,1.66,2.02,1
11/03/18 09:45,33.16,1.3,1.66,1
11/03/18 10:00,34.34,2.3,1.22,1
11/03/18 10:15,33.84,1.3,1.37,1
11/03/18 10:30,31,0.5,2.3,1
11/03/18 10:45,31.79,2.02,1.69,1
11/03/18 11:00,30.02,0.65,2.23,1
11/03/18 11:15,30.06,14.51,0.14,1
11/03/18 11:30,30.1,15.55,0,1
11/03/18 11:45,29.84,15.77,0,1
11/03/18 12:00,29.56,15.01,0,1
11/03/18 12:15,24.08,2.23,7.34,1
11/03/18 12:30,24.16,0,10.91,1
11/03/18 12:45,24.08,0,10.91,1
11/03/18 13:00,24.3,0.04,10.48,1
11/03/18 13:15,30.64,0.54,2.09,1
11/03/18 13:30,31.36,0.54,1.87,1
11/03/18 13:45,31.03,1.12,1.76,1
11/03/18 14:00,30.85,1.15,1.66,1
11/03/18 14:15,30.31,0.58,2.02,1
11/03/18 14:30,30.67,1.19,1.73,1
11/03/18 14:45,31.36,1.8,1.55,1
11/03/18 15:00,31,1.08,1.8,1
11/03/18 15:15,31.32,1.26,1.69,1
11/03/18 15:30,30.2,0.47,1.98,1
11/03/18 15:45,30.13,0.5,2.05,1
11/03/18 16:00,30.13,0.58,1.94,1
11/03/18 16:15,30.31,0.58,2.02,1
11/03/18 16:30,30.35,0.54,2.02,1
11/03/18 16:45,30.38,0.58,1.94,1
11/03/18 17:00,30.92,0.22,2.48,1
11/03/18 17:15,30.78,0.14,2.52,1
11/03/18 17:30,30.06,0.29,2.66,1
11/03/18 17:45,29.77,0.25,2.63,1
11/03/18 18:00,31.5,0.68,1.91,1
11/03/18 18:15,30.2,13.54,0.14,1
11/03/18 18:30,29.99,14.51,0,1
11/03/18 18:45,29.81,3.64,2.12,1
11/03/18 19:00,28.3,0.04,8.21,1
11/03/18 19:15,27.97,0,9.25,1
11/03/18 19:30,28.22,0,9.22,1
11/03/18 19:45,28.15,0,9.18,1
11/03/18 20:00,28.73,0.18,7.31,1
11/03/18 20:15,28.8,0.07,6.88,1
11/03/18 20:30,28.91,0.14,5.69,1
11/03/18 20:45,30.2,0.29,2.84,1
11/03/18 21:00,31.46,0.07,3.02,1
11/03/18 21:15,30.28,0.18,3.13,1
11/03/18 21:30,29.66,0.18,3.13,1
11/03/18 21:45,30.24,0.22,3.24,1
11/03/18 22:00,30.31,0.18,3.13,1
11/03/18 22:15,30.56,11.74,1.62,1
11/03/18 22:30,12.71,11.38,0,1
11/03/18 22:45,4.07,3.82,0,1
11/03/18 23:00,3.78,3.56,0,1
11/03/18 23:15,3.78,3.24,0.04,1
11/03/18 23:30,3.85,3.24,0,1
11/03/18 23:45,3.78,3.85,0,1
11/03/18 00:00,3.82,4.61,0,1
12/03/18 00:15,3.78,4.79,0,1
12/03/18 00:30,3.89,5,0,1
12/03/18 00:45,3.89,5.11,0,1
12/03/18 01:00,3.85,5.08,0,1
12/03/18 01:15,3.82,5.04,0,1
12/03/18 01:30,3.89,5.47,0,1
12/03/18 01:45,3.92,5.4,0,1
12/03/18 02:00,3.89,5.26,0,1
12/03/18 02:15,3.89,5.22,0,1
12/03/18 02:30,3.85,5.15,0,1
12/03/18 02:45,3.82,5.08,0,1
12/03/18 03:00,3.92,5.15,0,1
12/03/18 03:15,3.85,5.22,0,1
12/03/18 03:30,3.89,5.22,0,1
